user_id,channel,timestamp
15179,digital,2016-07-26
17,offline,2017-01-31
15179,offline,2017-01-31
18,retention,2017-01-25
19995,retention,2017-01-25
18,offline,2017-02-21
19995,offline,2017-02-21
19,digital,2015-07-08
19,retention,2017-07-18
20,digital,2014-09-27
20,offline,2015-10-01
20,digital,2015-12-01
20,offline,2016-04-04
20,retention,2016-10-14
21,digital,2012-12-13
21541,digital,2012-12-13
21,retention,2014-09-28
21541,retention,2014-09-28
21,retention,2015-12-18
21541,retention,2015-12-18
21,digital,2016-02-20
21541,digital,2016-02-20
21,retention,2017-01-08
21541,retention,2017-01-08
22,offline,2016-01-09
18268,offline,2016-01-09
22,digital,2017-07-23
18268,digital,2017-07-23
23,retention,2017-09-20
24,retention,2017-08-19
20935,retention,2017-08-19
25,digital,2015-07-30
25,digital,2015-09-23
25,retention,2016-12-05
26,organic,2016-05-31
26,digital,2017-09-09
27,digital,2014-02-05
20715,digital,2014-02-05
27,offline,2016-10-17
20715,offline,2016-10-17
27,retention,2016-10-30
20715,retention,2016-10-30
27,retention,2017-01-01
20715,retention,2017-01-01
27,offline,2017-05-08
20715,offline,2017-05-08
27,digital,2017-05-14
20715,digital,2017-05-14
28,digital,2015-02-01
28,retention,2016-08-18
28,digital,2016-09-30
29,digital,2017-06-30
29,retention,2017-09-01
30,digital,2013-12-21
18513,digital,2013-12-21
30,offline,2015-04-19
18513,offline,2015-04-19
31,digital,2016-10-27
15180,digital,2016-10-27
31,digital,2017-01-27
15180,digital,2017-01-27
31,offline,2017-06-15
15180,offline,2017-06-15
31,digital,2017-07-29
15180,digital,2017-07-29
32,digital,2013-10-02
18807,digital,2013-10-02
32,digital,2015-01-03
18807,digital,2015-01-03
32,digital,2015-11-05
18807,digital,2015-11-05
32,offline,2016-09-02
18807,offline,2016-09-02
32,retention,2017-01-07
18807,retention,2017-01-07
33,digital,2017-08-02
21134,digital,2017-08-02
34,digital,2017-06-18
15181,digital,2017-06-18
34,offline,2017-08-18
15181,offline,2017-08-18
35,digital,2016-09-28
35,digital,2016-12-05
36,digital,2017-04-10
37,offline,2015-07-15
38,digital,2015-11-02
38,digital,2015-12-11
38,digital,2015-12-14
38,digital,2016-01-09
38,offline,2016-04-07
38,retention,2016-07-12
38,offline,2016-09-15
38,organic,2017-01-08
39,digital,2014-11-07
18019,digital,2014-11-07
39,digital,2016-01-28
18019,digital,2016-01-28
39,offline,2016-09-13
18019,offline,2016-09-13
39,digital,2016-09-20
18019,digital,2016-09-20
39,offline,2016-11-15
18019,offline,2016-11-15
39,retention,2017-02-11
18019,retention,2017-02-11
40,digital,2014-05-08
40,offline,2016-03-29
40,offline,2016-05-24
40,digital,2016-07-25
40,digital,2016-08-10
40,digital,2016-09-17
40,retention,2017-06-19
40,retention,2017-07-16
40,digital,2017-07-16
40,offline,2017-07-20
41,digital,2016-04-16
21551,digital,2016-04-16
41,offline,2017-01-18
21551,offline,2017-01-18
41,retention,2017-08-31
21551,retention,2017-08-31
42,digital,2015-02-08
42,digital,2015-10-13
42,offline,2015-11-15
42,offline,2016-04-14
42,digital,2016-04-30
42,retention,2017-08-20
43,digital,2017-01-07
44,digital,2017-03-31
44,digital,2017-05-14
45,offline,2014-11-28
45,organic,2015-05-22
45,offline,2015-09-28
45,digital,2016-04-15
45,digital,2016-11-09
45,digital,2016-11-21
45,organic,2016-12-22
45,digital,2017-04-12
45,digital,2017-04-12
45,offline,2017-09-01
46,digital,2013-09-29
16847,digital,2013-09-29
46,digital,2014-09-05
16847,digital,2014-09-05
46,digital,2016-02-24
16847,digital,2016-02-24
46,retention,2016-10-14
16847,retention,2016-10-14
46,retention,2017-04-12
16847,retention,2017-04-12
46,organic,2017-04-12
16847,organic,2017-04-12
46,retention,2017-04-20
16847,retention,2017-04-20
47,offline,2016-02-04
47,digital,2016-03-10
47,organic,2017-08-30
48,digital,2017-08-03
20933,digital,2017-08-03
49,retention,2017-05-01
15182,retention,2017-05-01
50,digital,2016-03-18
51,retention,2016-12-06
20686,retention,2016-12-06
52,digital,2014-11-29
19374,digital,2014-11-29
52,offline,2015-02-18
19374,offline,2015-02-18
52,digital,2015-04-10
19374,digital,2015-04-10
52,retention,2016-02-29
19374,retention,2016-02-29
53,digital,2014-08-17
19466,digital,2014-08-17
53,retention,2015-06-08
19466,retention,2015-06-08
54,offline,2015-05-16
54,digital,2016-02-08
54,offline,2017-07-02
55,digital,2014-11-01
55,digital,2015-09-17
55,digital,2016-07-22
55,digital,2016-07-22
55,offline,2017-04-11
55,offline,2017-08-30
56,digital,2017-01-08
57,digital,2015-03-08
57,retention,2017-03-04
58,retention,2017-05-04
59,offline,2015-05-17
59,retention,2016-01-14
59,organic,2016-03-13
60,offline,2016-04-05
16705,offline,2016-04-05
61,digital,2013-09-27
61,digital,2015-11-16
61,retention,2015-12-01
61,offline,2016-01-01
62,digital,2017-06-30
19969,digital,2017-06-30
63,offline,2016-12-10
17685,offline,2016-12-10
63,offline,2017-08-05
17685,offline,2017-08-05
64,offline,2017-03-03
18800,offline,2017-03-03
65,digital,2013-08-23
19539,digital,2013-08-23
65,digital,2015-06-15
19539,digital,2015-06-15
65,digital,2015-08-11
19539,digital,2015-08-11
65,offline,2016-01-15
19539,offline,2016-01-15
65,offline,2016-01-24
19539,offline,2016-01-24
65,offline,2016-03-31
19539,offline,2016-03-31
65,retention,2016-06-12
19539,retention,2016-06-12
66,digital,2015-03-17
66,digital,2015-06-03
66,digital,2015-11-04
66,offline,2016-08-16
66,offline,2016-09-13
67,digital,2017-01-11
67,digital,2017-05-16
68,digital,2014-08-23
20593,digital,2014-08-23
68,digital,2014-08-23
20593,digital,2014-08-23
68,digital,2015-04-08
20593,digital,2015-04-08
68,digital,2015-06-03
20593,digital,2015-06-03
68,offline,2015-06-14
20593,offline,2015-06-14
68,offline,2015-10-14
20593,offline,2015-10-14
68,digital,2015-11-10
20593,digital,2015-11-10
68,offline,2015-11-25
20593,offline,2015-11-25
68,digital,2015-11-30
20593,digital,2015-11-30
68,digital,2015-12-02
20593,digital,2015-12-02
68,offline,2016-07-11
20593,offline,2016-07-11
69,digital,2014-10-15
19467,digital,2014-10-15
69,digital,2015-06-29
19467,digital,2015-06-29
69,digital,2016-02-16
19467,digital,2016-02-16
69,digital,2016-11-25
19467,digital,2016-11-25
69,retention,2017-01-19
19467,retention,2017-01-19
69,retention,2017-05-16
19467,retention,2017-05-16
69,digital,2017-06-02
19467,digital,2017-06-02
70,retention,2017-06-04
16609,retention,2017-06-04
71,digital,2015-05-15
16697,digital,2015-05-15
71,digital,2015-05-31
16697,digital,2015-05-31
71,digital,2015-12-06
16697,digital,2015-12-06
72,digital,2016-06-17
18651,digital,2016-06-17
72,digital,2017-01-15
18651,digital,2017-01-15
72,retention,2017-03-03
18651,retention,2017-03-03
73,digital,2016-09-05
17491,digital,2016-09-05
73,digital,2017-01-06
17491,digital,2017-01-06
73,retention,2017-08-20
17491,retention,2017-08-20
73,retention,2017-08-20
17491,retention,2017-08-20
74,digital,2014-04-17
21893,digital,2014-04-17
74,digital,2016-07-02
21893,digital,2016-07-02
74,digital,2016-08-22
21893,digital,2016-08-22
74,digital,2016-09-26
21893,digital,2016-09-26
74,offline,2016-11-02
21893,offline,2016-11-02
74,offline,2017-04-16
21893,offline,2017-04-16
74,organic,2017-08-02
21893,organic,2017-08-02
75,retention,2015-04-23
21245,retention,2015-04-23
75,digital,2015-12-01
21245,digital,2015-12-01
75,digital,2016-01-03
21245,digital,2016-01-03
75,digital,2016-06-16
21245,digital,2016-06-16
75,retention,2016-09-06
21245,retention,2016-09-06
75,retention,2016-10-03
21245,retention,2016-10-03
75,retention,2017-01-03
21245,retention,2017-01-03
75,retention,2017-01-05
21245,retention,2017-01-05
75,retention,2017-03-03
21245,retention,2017-03-03
76,digital,2017-08-19
18616,digital,2017-08-19
77,digital,2016-05-29
77,retention,2017-04-13
78,digital,2014-09-29
78,digital,2015-04-02
78,retention,2015-08-24
78,digital,2015-11-10
78,digital,2015-11-15
78,digital,2016-02-10
78,digital,2016-02-14
78,retention,2016-09-12
78,organic,2016-09-12
79,digital,2015-04-28
17202,digital,2015-04-28
79,retention,2017-05-22
17202,retention,2017-05-22
80,digital,2015-10-24
19802,digital,2015-10-24
80,digital,2016-07-22
19802,digital,2016-07-22
80,offline,2016-08-30
19802,offline,2016-08-30
80,offline,2016-12-22
19802,offline,2016-12-22
81,digital,2015-09-22
81,digital,2016-09-10
81,offline,2017-01-10
82,digital,2016-01-09
16894,digital,2016-01-09
82,offline,2016-08-10
16894,offline,2016-08-10
82,digital,2016-09-12
16894,digital,2016-09-12
82,retention,2016-11-06
16894,retention,2016-11-06
82,retention,2017-04-04
16894,retention,2017-04-04
83,digital,2016-10-11
18406,digital,2016-10-11
83,digital,2016-12-05
18406,digital,2016-12-05
84,digital,2017-01-09
20858,digital,2017-01-09
85,digital,2017-08-05
16875,digital,2017-08-05
86,offline,2015-08-27
15183,offline,2015-08-27
86,digital,2015-11-03
15183,digital,2015-11-03
86,digital,2016-10-14
15183,digital,2016-10-14
86,offline,2017-03-19
15183,offline,2017-03-19
87,digital,2015-09-13
17902,digital,2015-09-13
87,digital,2016-01-09
17902,digital,2016-01-09
87,retention,2017-01-09
17902,retention,2017-01-09
88,retention,2016-05-07
88,digital,2016-07-22
88,digital,2017-06-02
89,digital,2016-09-12
21101,digital,2016-09-12
89,offline,2017-04-29
21101,offline,2017-04-29
89,digital,2017-07-15
21101,digital,2017-07-15
89,digital,2017-07-30
21101,digital,2017-07-30
89,digital,2017-08-20
21101,digital,2017-08-20
90,digital,2013-11-03
90,digital,2014-11-12
90,digital,2016-03-05
90,retention,2016-10-31
90,retention,2017-03-04
90,retention,2017-03-23
91,offline,2017-03-09
91,digital,2017-04-10
91,retention,2017-08-19
92,digital,2014-12-27
92,digital,2015-04-22
92,retention,2016-02-06
92,digital,2016-03-11
92,digital,2016-03-11
92,digital,2016-11-30
93,digital,2016-11-01
93,organic,2017-01-19
93,digital,2017-08-21
94,digital,2015-12-06
95,digital,2014-04-21
95,digital,2016-01-03
95,digital,2016-04-16
95,digital,2016-06-17
95,retention,2016-09-04
95,retention,2017-03-03
96,digital,2016-05-30
96,offline,2017-08-20
96,digital,2017-08-20
97,digital,2015-09-29
97,retention,2016-10-01
98,digital,2015-08-11
98,digital,2015-11-07
98,digital,2015-12-12
98,digital,2016-06-02
98,digital,2016-09-08
98,retention,2017-04-04
98,retention,2017-04-04
98,offline,2017-05-05
98,retention,2017-06-30
99,digital,2016-06-14
19966,digital,2016-06-14
99,digital,2016-08-09
19966,digital,2016-08-09
99,digital,2016-11-02
19966,digital,2016-11-02
99,digital,2016-11-29
19966,digital,2016-11-29
99,digital,2017-03-31
19966,digital,2017-03-31
99,offline,2017-05-01
19966,offline,2017-05-01
99,digital,2017-08-20
19966,digital,2017-08-20
100,digital,2017-01-09
101,digital,2014-05-26
101,digital,2016-06-29
101,offline,2016-11-18
101,offline,2016-11-26
101,digital,2017-02-14
101,digital,2017-04-04
102,digital,2013-09-19
17149,digital,2013-09-19
102,digital,2013-12-31
17149,digital,2013-12-31
102,digital,2015-10-01
17149,digital,2015-10-01
102,digital,2015-11-22
17149,digital,2015-11-22
102,digital,2016-03-17
17149,digital,2016-03-17
102,retention,2017-05-08
17149,retention,2017-05-08
103,digital,2016-04-12
103,digital,2016-04-13
103,retention,2016-08-26
103,retention,2017-04-01
104,offline,2015-08-10
20259,offline,2015-08-10
104,offline,2015-09-08
20259,offline,2015-09-08
105,digital,2016-03-24
106,digital,2016-01-31
20074,digital,2016-01-31
106,retention,2016-10-18
20074,retention,2016-10-18
106,retention,2017-07-10
20074,retention,2017-07-10
106,organic,2017-08-03
20074,organic,2017-08-03
107,digital,2017-08-30
19210,digital,2017-08-30
108,digital,2014-11-05
108,digital,2016-03-19
108,digital,2016-09-23
108,digital,2016-11-03
108,offline,2017-02-28
108,organic,2017-04-17
108,offline,2017-05-05
108,digital,2017-08-10
109,digital,2016-08-21
15184,digital,2016-08-21
109,digital,2016-12-04
15184,digital,2016-12-04
110,digital,2015-12-12
110,retention,2017-03-20
111,digital,2015-10-19
20260,digital,2015-10-19
111,digital,2016-09-08
20260,digital,2016-09-08
111,digital,2017-02-20
20260,digital,2017-02-20
111,digital,2017-02-28
20260,digital,2017-02-28
112,digital,2017-09-25
113,offline,2016-04-28
113,retention,2017-02-11
114,digital,2016-03-15
115,digital,2015-04-04
115,offline,2015-08-01
115,digital,2017-07-01
116,digital,2013-10-14
116,digital,2015-05-28
117,digital,2016-04-08
117,digital,2017-01-01
117,retention,2017-06-30
118,digital,2017-03-29
118,digital,2017-08-03
119,digital,2016-02-09
120,digital,2012-07-20
120,digital,2014-11-07
120,digital,2015-02-28
120,digital,2015-08-08
120,retention,2015-09-09
120,retention,2015-10-10
120,retention,2015-12-07
120,organic,2015-12-08
121,digital,2017-03-11
122,digital,2012-04-20
122,digital,2013-08-17
122,digital,2014-04-22
122,digital,2014-08-12
122,digital,2014-12-05
122,offline,2015-01-07
122,digital,2015-06-01
122,organic,2015-07-06
122,retention,2015-08-29
122,retention,2015-09-29
122,digital,2015-09-29
122,organic,2015-11-03
123,digital,2015-08-30
21529,digital,2015-08-30
123,digital,2016-02-18
21529,digital,2016-02-18
123,retention,2016-05-04
21529,retention,2016-05-04
123,digital,2016-06-20
21529,digital,2016-06-20
123,digital,2016-09-15
21529,digital,2016-09-15
123,offline,2016-12-04
21529,offline,2016-12-04
123,retention,2017-02-01
21529,retention,2017-02-01
123,digital,2017-02-03
21529,digital,2017-02-03
123,offline,2017-02-07
21529,offline,2017-02-07
124,retention,2016-05-16
19704,retention,2016-05-16
125,digital,2015-11-30
21803,digital,2015-11-30
126,digital,2016-12-11
126,offline,2017-07-10
127,digital,2015-03-22
127,digital,2016-06-05
127,digital,2016-06-05
127,digital,2016-07-26
127,digital,2016-08-16
127,digital,2016-08-22
127,digital,2016-09-22
127,offline,2016-10-06
127,organic,2017-08-03
128,digital,2015-12-26
128,offline,2017-06-23
129,digital,2015-12-30
15185,digital,2015-12-30
129,digital,2016-04-19
15185,digital,2016-04-19
129,digital,2016-05-12
15185,digital,2016-05-12
129,organic,2017-01-29
15185,organic,2017-01-29
129,offline,2017-02-26
15185,offline,2017-02-26
130,digital,2017-03-18
19740,digital,2017-03-18
131,retention,2015-10-07
20817,retention,2015-10-07
131,offline,2015-10-24
20817,offline,2015-10-24
132,digital,2017-04-02
133,retention,2014-09-30
20117,retention,2014-09-30
133,digital,2015-01-12
20117,digital,2015-01-12
133,digital,2015-02-28
20117,digital,2015-02-28
133,digital,2016-03-08
20117,digital,2016-03-08
133,organic,2016-06-23
20117,organic,2016-06-23
134,digital,2014-07-31
134,digital,2015-02-25
134,digital,2016-04-03
134,digital,2016-11-06
134,retention,2017-04-16
135,offline,2017-01-10
135,offline,2017-01-10
135,retention,2017-05-29
136,digital,2016-05-05
17322,digital,2016-05-05
136,digital,2016-05-15
17322,digital,2016-05-15
137,digital,2017-04-28
137,digital,2017-06-17
138,offline,2016-08-12
138,retention,2017-03-19
139,digital,2016-04-10
139,digital,2016-09-20
139,organic,2017-08-22
140,digital,2016-07-13
19649,digital,2016-07-13
141,digital,2016-03-31
141,digital,2016-05-20
141,offline,2016-09-28
142,retention,2016-11-15
142,digital,2017-01-10
143,digital,2016-05-09
143,digital,2017-03-09
143,retention,2017-09-01
144,digital,2013-10-27
144,retention,2016-12-12
144,retention,2017-08-21
145,offline,2017-02-28
18153,offline,2017-02-28
145,retention,2017-05-15
18153,retention,2017-05-15
146,digital,2017-03-17
146,digital,2017-09-25
147,digital,2015-06-02
18412,digital,2015-06-02
147,digital,2015-07-03
18412,digital,2015-07-03
147,digital,2015-12-28
18412,digital,2015-12-28
147,digital,2016-01-30
18412,digital,2016-01-30
147,retention,2016-09-18
18412,retention,2016-09-18
147,digital,2016-11-15
18412,digital,2016-11-15
147,offline,2016-12-30
18412,offline,2016-12-30
147,offline,2017-01-05
18412,offline,2017-01-05
148,organic,2014-11-08
148,digital,2015-03-06
149,offline,2016-01-04
20011,offline,2016-01-04
149,retention,2016-10-06
20011,retention,2016-10-06
149,offline,2017-06-29
20011,offline,2017-06-29
150,digital,2016-05-24
20511,digital,2016-05-24
150,digital,2016-11-11
20511,digital,2016-11-11
150,organic,2017-03-27
20511,organic,2017-03-27
151,offline,2016-11-01
151,retention,2017-04-30
152,digital,2014-05-02
152,offline,2016-04-16
152,offline,2016-04-16
153,digital,2015-08-18
21116,digital,2015-08-18
153,digital,2016-06-14
21116,digital,2016-06-14
153,digital,2016-09-27
21116,digital,2016-09-27
153,offline,2017-07-17
21116,offline,2017-07-17
154,digital,2017-09-01
18562,digital,2017-09-01
155,offline,2016-07-06
20734,offline,2016-07-06
155,offline,2017-01-09
20734,offline,2017-01-09
156,organic,2017-04-04
19118,organic,2017-04-04
157,digital,2016-11-27
157,offline,2017-02-21
157,digital,2017-04-16
157,offline,2017-04-29
158,digital,2016-06-06
21085,digital,2016-06-06
159,digital,2016-09-29
159,retention,2017-02-21
159,digital,2017-05-13
160,offline,2016-07-08
161,retention,2017-04-16
162,offline,2016-10-09
162,offline,2017-02-09
163,organic,2017-02-15
164,digital,2017-01-28
164,offline,2017-04-30
164,digital,2017-06-27
164,digital,2017-07-02
165,digital,2014-11-16
165,digital,2016-03-17
165,offline,2016-07-13
166,retention,2015-10-16
19779,retention,2015-10-16
166,digital,2016-03-18
19779,digital,2016-03-18
167,digital,2014-01-02
167,digital,2015-07-31
167,offline,2015-09-25
167,digital,2015-10-07
167,digital,2016-01-02
168,digital,2014-09-02
20275,digital,2014-09-02
168,digital,2016-01-16
20275,digital,2016-01-16
168,offline,2016-07-23
20275,offline,2016-07-23
168,offline,2017-01-08
20275,offline,2017-01-08
169,offline,2017-05-07
20078,offline,2017-05-07
170,retention,2017-08-01
171,retention,2015-08-12
171,digital,2015-12-12
171,digital,2016-04-19
171,offline,2016-07-10
171,retention,2016-09-24
171,organic,2016-10-10
172,digital,2016-03-13
172,offline,2017-06-24
172,retention,2017-08-20
173,digital,2017-05-05
15186,digital,2017-05-05
174,digital,2015-06-07
17790,digital,2015-06-07
174,digital,2016-02-27
17790,digital,2016-02-27
175,offline,2015-07-20
175,digital,2015-08-29
175,retention,2016-09-02
176,offline,2014-10-17
176,organic,2015-06-19
176,digital,2015-11-25
177,digital,2014-10-03
21401,digital,2014-10-03
177,retention,2016-07-13
21401,retention,2016-07-13
177,digital,2016-10-17
21401,digital,2016-10-17
177,retention,2017-01-08
21401,retention,2017-01-08
178,digital,2017-07-01
179,digital,2016-01-18
15187,digital,2016-01-18
179,digital,2016-05-31
15187,digital,2016-05-31
179,digital,2016-08-19
15187,digital,2016-08-19
179,digital,2016-09-19
15187,digital,2016-09-19
179,digital,2016-09-29
15187,digital,2016-09-29
179,offline,2017-01-23
15187,offline,2017-01-23
179,retention,2017-03-20
15187,retention,2017-03-20
179,retention,2017-04-21
15187,retention,2017-04-21
179,retention,2017-04-29
15187,retention,2017-04-29
180,organic,2016-12-14
15188,organic,2016-12-14
180,offline,2017-05-15
15188,offline,2017-05-15
181,offline,2016-08-30
16852,offline,2016-08-30
181,retention,2017-01-28
16852,retention,2017-01-28
182,digital,2015-11-30
15189,digital,2015-11-30
182,digital,2016-10-18
15189,digital,2016-10-18
182,offline,2017-08-21
15189,offline,2017-08-21
183,retention,2015-12-20
17400,retention,2015-12-20
183,offline,2016-03-01
17400,offline,2016-03-01
183,digital,2016-09-03
17400,digital,2016-09-03
183,offline,2016-11-15
17400,offline,2016-11-15
183,digital,2016-12-19
17400,digital,2016-12-19
183,retention,2017-01-17
17400,retention,2017-01-17
183,retention,2017-06-17
17400,retention,2017-06-17
184,digital,2015-12-09
185,digital,2015-08-10
185,digital,2015-11-29
185,offline,2015-12-10
185,digital,2015-12-28
185,organic,2017-01-27
186,digital,2015-05-17
186,digital,2016-04-10
186,digital,2016-10-01
186,offline,2017-03-29
186,organic,2017-04-03
186,retention,2017-07-02
186,retention,2017-07-03
186,digital,2017-08-02
186,retention,2017-08-28
187,digital,2015-09-16
187,digital,2016-02-12
187,offline,2017-08-30
188,digital,2014-03-27
17796,digital,2014-03-27
188,digital,2015-06-10
17796,digital,2015-06-10
188,digital,2016-03-24
17796,digital,2016-03-24
189,digital,2015-06-10
189,organic,2015-06-14
189,digital,2015-07-13
189,digital,2015-11-12
189,digital,2015-11-24
189,digital,2015-12-11
189,digital,2015-12-11
189,offline,2016-02-18
189,retention,2016-06-11
189,retention,2016-07-01
189,digital,2016-11-12
190,offline,2017-08-20
191,digital,2015-12-12
17830,digital,2015-12-12
191,digital,2016-09-24
17830,digital,2016-09-24
191,offline,2017-03-18
17830,offline,2017-03-18
191,retention,2017-06-02
17830,retention,2017-06-02
192,digital,2015-03-23
192,digital,2015-06-08
192,digital,2016-04-21
192,digital,2016-11-02
192,digital,2017-02-21
192,retention,2017-05-03
192,retention,2017-07-01
193,retention,2017-08-10
194,digital,2014-08-13
194,digital,2015-11-01
194,retention,2016-04-14
194,retention,2016-09-18
194,retention,2016-11-13
194,offline,2016-12-26
194,retention,2017-02-12
195,offline,2015-06-21
19493,offline,2015-06-21
195,offline,2015-08-22
19493,offline,2015-08-22
196,digital,2017-01-07
197,offline,2015-01-30
20944,offline,2015-01-30
197,digital,2015-02-04
20944,digital,2015-02-04
197,retention,2015-10-30
20944,retention,2015-10-30
198,digital,2016-11-04
18413,digital,2016-11-04
198,retention,2017-07-31
18413,retention,2017-07-31
199,digital,2017-02-11
199,digital,2017-07-15
200,retention,2015-04-27
200,digital,2015-09-08
200,organic,2017-08-20
201,digital,2014-10-10
201,digital,2015-07-03
201,digital,2016-10-20
201,digital,2017-04-16
201,offline,2017-07-08
202,digital,2015-08-12
202,digital,2016-08-25
202,digital,2016-09-06
202,offline,2017-04-07
202,retention,2017-05-09
203,digital,2016-05-13
17178,digital,2016-05-13
203,digital,2016-07-08
17178,digital,2016-07-08
203,digital,2016-10-23
17178,digital,2016-10-23
203,digital,2016-11-03
17178,digital,2016-11-03
203,digital,2017-01-09
17178,digital,2017-01-09
204,digital,2016-01-03
205,offline,2017-03-20
206,retention,2016-05-04
207,offline,2017-06-13
208,digital,2017-08-30
16902,digital,2017-08-30
209,retention,2017-09-19
16528,retention,2017-09-19
210,digital,2014-08-19
210,digital,2015-06-02
210,organic,2015-06-25
211,retention,2017-08-02
212,digital,2014-08-09
212,offline,2015-05-15
212,retention,2015-11-25
213,digital,2016-03-15
213,offline,2016-08-18
213,retention,2017-03-20
214,digital,2015-03-07
214,digital,2015-07-22
214,digital,2016-08-30
214,offline,2016-11-11
214,retention,2016-12-13
214,organic,2017-08-19
215,digital,2016-04-25
18815,digital,2016-04-25
215,offline,2017-06-03
18815,offline,2017-06-03
216,digital,2015-04-30
18893,digital,2015-04-30
216,offline,2015-10-21
18893,offline,2015-10-21
216,organic,2016-04-10
18893,organic,2016-04-10
217,digital,2014-05-17
217,digital,2014-07-13
217,organic,2017-01-21
218,retention,2014-09-20
218,retention,2015-08-19
218,digital,2015-09-13
218,digital,2015-12-05
218,digital,2016-02-01
218,digital,2016-02-23
218,digital,2016-06-07
218,offline,2016-07-06
218,digital,2016-10-03
219,offline,2016-02-11
19294,offline,2016-02-11
220,digital,2014-10-17
15190,digital,2014-10-17
220,digital,2016-03-19
15190,digital,2016-03-19
220,offline,2016-04-20
15190,offline,2016-04-20
220,retention,2016-11-27
15190,retention,2016-11-27
221,offline,2016-05-15
221,digital,2016-05-31
221,organic,2016-06-11
221,offline,2017-01-09
222,organic,2016-02-11
222,offline,2016-07-22
222,retention,2017-03-19
223,digital,2017-02-22
223,offline,2017-07-31
224,digital,2017-03-25
16789,digital,2017-03-25
225,offline,2016-05-03
21796,offline,2016-05-03
225,digital,2016-07-14
21796,digital,2016-07-14
225,offline,2016-10-07
21796,offline,2016-10-07
225,offline,2016-12-07
21796,offline,2016-12-07
225,offline,2017-01-03
21796,offline,2017-01-03
225,offline,2017-01-26
21796,offline,2017-01-26
225,retention,2017-03-05
21796,retention,2017-03-05
226,digital,2015-10-23
226,retention,2016-09-02
227,digital,2016-08-01
17893,digital,2016-08-01
227,offline,2016-09-21
17893,offline,2016-09-21
227,retention,2017-04-04
17893,retention,2017-04-04
228,digital,2015-04-14
228,digital,2016-03-16
228,offline,2017-04-01
228,retention,2017-05-07
229,digital,2017-08-30
230,digital,2016-04-30
20347,digital,2016-04-30
230,digital,2016-06-13
20347,digital,2016-06-13
230,retention,2017-03-19
20347,retention,2017-03-19
231,digital,2014-01-21
19803,digital,2014-01-21
231,digital,2015-04-06
19803,digital,2015-04-06
231,retention,2015-07-03
19803,retention,2015-07-03
231,digital,2015-08-06
19803,digital,2015-08-06
231,digital,2016-01-05
19803,digital,2016-01-05
231,retention,2016-02-06
19803,retention,2016-02-06
231,digital,2016-04-09
19803,digital,2016-04-09
232,digital,2015-04-28
232,digital,2015-09-18
232,digital,2015-12-15
232,digital,2016-02-05
232,digital,2016-02-06
232,offline,2016-04-18
233,digital,2014-01-23
233,digital,2014-10-14
233,retention,2015-10-06
233,offline,2015-12-05
233,digital,2016-02-21
233,digital,2016-02-22
233,digital,2016-03-11
233,retention,2016-11-27
234,digital,2014-05-07
234,digital,2014-09-05
234,digital,2015-04-01
234,digital,2015-04-16
234,retention,2015-08-02
234,digital,2015-12-11
234,retention,2016-02-26
235,digital,2016-04-15
21181,digital,2016-04-15
235,offline,2017-08-03
21181,offline,2017-08-03
